id,character,created_at,updated_at,jlpt,grade,kanjimap_url,kanjigraph_url,meanings,cluster,learned
404,神,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/神,japanesegraph.com/神,"[""god, deity, divine spirit"", ""spirit"", ""supernatural""]",religion_spirit,false
405,練,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e3,thekanjimap.com/練,japanesegraph.com/練,"[""practice, train, knead"", ""refine"", ""temper""]",,false
406,礼,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/礼,japanesegraph.com/礼,"[""thanks, bow, gratitude"", ""courtesy"", ""etiquette"", ""ceremony""]",,false
407,使,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/使,japanesegraph.com/使,"[""use, employ"", ""messenger"", ""envoy""]",,false
408,育,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/育,japanesegraph.com/育,"[""raise, bring up, nurture"", ""grow"", ""develop""]",education,false
409,業,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/業,japanesegraph.com/業,"[""business, work, industry"", ""occupation"", ""deed""]",work_occupation,false
410,等,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/等,japanesegraph.com/等,"[""equal, class, grade, etc."", ""rank"", ""and so on""]",quantity_degree,false
411,館,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/館,japanesegraph.com/館,"[""building, hall, mansion"", ""museum"", ""library""]",building_place,false
412,度,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/度,japanesegraph.com/度,"[""degree, times, occasion"", ""temperature unit"", ""angle""]",quantity_degree,false
413,好,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e4,thekanjimap.com/好,japanesegraph.com/好,"[""like, fond"", ""good"", ""favorable""]",emotion,false
414,章,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/章,japanesegraph.com/章,"[""chapter, section, badge"", ""medal"", ""emblem""]",education,false
415,筆,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/筆,japanesegraph.com/筆,"[""writing brush, pen"", ""style of writing""]",tool_object,false
416,所,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/所,japanesegraph.com/所,"[""place, location"", ""point"", ""part""]",direction_position,false
417,拾,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n4,e3,thekanjimap.com/拾,japanesegraph.com/拾,"[""pick up, find"", ""ten (formal writing)""]",number,false
418,界,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/界,japanesegraph.com/界,"[""world, boundary, sphere"", ""field"", ""realm""]",geography_place,false
419,族,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/族,japanesegraph.com/族,"[""family, tribe, clan"", ""group"", ""race""]",family,false
420,曲,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/曲,japanesegraph.com/曲,"[""melody, song, music"", ""bend"", ""curve""]",art_music,false
421,階,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/階,japanesegraph.com/階,"[""floor, story, level"", ""staircase""]",building_place,false
422,去,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/去,japanesegraph.com/去,"[""past, go away, leave"", ""last (year"", ""month)""]",time_date,false
423,想,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/想,japanesegraph.com/想,"[""think, imagine, suppose"", ""concept"", ""idea""]",emotion,false
424,利,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/利,japanesegraph.com/利,"[""profit, advantage"", ""benefit"", ""interest""]",money_business,false
425,箱,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/箱,japanesegraph.com/箱,"[""box, case, container"", ""carton"", ""chest""]",tool_object,false
426,消,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/消,japanesegraph.com/消,"[""erase, extinguish, disappear"", ""consume"", ""turn off""]",,false
427,相,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e3,thekanjimap.com/相,japanesegraph.com/相,"[""mutual, phase, minister"", ""each other"", ""appearance""]",,false
428,次,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n4,e3,thekanjimap.com/次,japanesegraph.com/次,"[""next, following"", ""second"", ""order""]",time_date,false
429,集,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/集,japanesegraph.com/集,"[""gather, collect, assemble"", ""collection""]",,false
430,祭,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/祭,japanesegraph.com/祭,"[""festival, celebration"", ""ritual"", ""ceremony""]",religion_spirit,false
431,油,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/油,japanesegraph.com/油,"[""oil, fat"", ""petroleum"", ""grease""]",food,false
432,都,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/都,japanesegraph.com/都,"[""capital city, metropolis, Tokyo"", ""every time""]",geography_place,false
433,球,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/球,japanesegraph.com/球,"[""ball, sphere, globe"", ""bulb""]",sports_recreation,false
434,氷,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/氷,japanesegraph.com/氷,"[""ice"", ""frozen water""]",weather,false
435,羊,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/羊,japanesegraph.com/羊,"[""sheep"", ""(zodiac animal)""]",animal,false
436,福,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/福,japanesegraph.com/福,"[""good fortune, happiness, blessing"", ""luck"", ""prosperity""]",religion_spirit,false
437,急,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/急,japanesegraph.com/急,"[""urgent, sudden, steep"", ""hurry"", ""emergency""]",,false
438,調,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e3,thekanjimap.com/調,japanesegraph.com/調,"[""investigate, tune, examine"", ""condition"", ""tone""]",,false
439,申,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e3,thekanjimap.com/申,japanesegraph.com/申,"[""say (humbly), report"", ""monkey (zodiac)""]",,false
440,皮,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/皮,japanesegraph.com/皮,"[""skin, peel, hide"", ""leather"", ""rind""]",body_part,false
441,身,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/身,japanesegraph.com/身,"[""body, oneself"", ""mind"", ""social position""]",body_part,false
442,式,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e3,thekanjimap.com/式,japanesegraph.com/式,"[""ceremony, style, method"", ""formula"", ""type""]",,false
443,農,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/農,japanesegraph.com/農,"[""farming, agriculture"", ""peasant"", ""cultivate""]",work_occupation,false
444,究,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/究,japanesegraph.com/究,"[""investigate, research, study to the end"", ""ultimate"", ""exhaustive""]",education,false
445,植,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/植,japanesegraph.com/植,"[""plant, grow"", ""implant"", ""cultivate""]",plant,false
446,泳,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/泳,japanesegraph.com/泳,"[""swim""]",sports_recreation,false
447,遊,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n5,e3,thekanjimap.com/遊,japanesegraph.com/遊,"[""play, have fun, enjoy"", ""trip"", ""wander""]",sports_recreation,false
448,落,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/落,japanesegraph.com/落,"[""fall, drop, decline"", ""fail"", ""come off""]",,false
449,鼻,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/鼻,japanesegraph.com/鼻,"[""nose"", ""sense of smell""]",body_part,false
450,昔,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/昔,japanesegraph.com/昔,"[""long ago, old times"", ""the past"", ""former days""]",time_date,false
451,波,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/波,japanesegraph.com/波,"[""wave, surge"", ""ripple"", ""fluctuation""]",nature,false
452,帳,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/帳,japanesegraph.com/帳,"[""notebook, ledger, register"", ""curtain""]",tool_object,false
453,港,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/港,japanesegraph.com/港,"[""harbor, port"", ""seaport""]",transportation,false
454,服,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/服,japanesegraph.com/服,"[""clothing, clothes"", ""garment"", ""wear""]",clothing,false
455,湯,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/湯,japanesegraph.com/湯,"[""hot water, bath water"", ""hot spring""]",,false
456,助,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e3,thekanjimap.com/助,japanesegraph.com/助,"[""help, rescue, assist"", ""spare"", ""save""]",,false
457,負,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/負,japanesegraph.com/負,"[""lose, defeat, carry (on back)"", ""owe"", ""burden""]",,false
458,湖,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/湖,japanesegraph.com/湖,"[""lake"", ""inland body of water""]",nature,false
459,昭,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/昭,japanesegraph.com/昭,"[""bright, shining, clear"", ""(used mainly in era name 昭和)""]",time_date,false
460,表,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/表,japanesegraph.com/表,"[""surface, table, chart"", ""outside"", ""front"", ""represent""]",,false
461,向,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/向,japanesegraph.com/向,"[""face toward, direction"", ""suitable for"", ""turn""]",direction_position,false
462,畑,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/畑,japanesegraph.com/畑,"[""field, farm, vegetable garden"", ""one's area of expertise""]",nature,false
463,横,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/横,japanesegraph.com/横,"[""side, beside, horizontal"", ""width"", ""sideways""]",direction_position,false
464,様,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/様,japanesegraph.com/様,"[""Mr./Ms. (honorific), way, manner"", ""state"", ""condition"", ""appearance""]",,false
465,葉,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/葉,japanesegraph.com/葉,"[""leaf, blade, petal"", ""word"", ""phrase""]",plant,false
466,漢,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/漢,japanesegraph.com/漢,"[""Chinese character, China"", ""man (a tough/strong man)""]",,false
467,駅,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n5,e3,thekanjimap.com/駅,japanesegraph.com/駅,"[""(train/subway) station""]",transportation,false
468,役,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/役,japanesegraph.com/役,"[""role, service, duty"", ""office"", ""use""]",work_occupation,false
469,息,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/息,japanesegraph.com/息,"[""breath, son"", ""respiration""]",body_part,false
470,守,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/守,japanesegraph.com/守,"[""protect, defend"", ""keep"", ""obey"", ""guard""]",military,false
471,習,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/習,japanesegraph.com/習,"[""learn, practice, custom"", ""habit"", ""drill""]",education,false
472,感,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/感,japanesegraph.com/感,"[""feel, sense, emotion"", ""impression"", ""sensation""]",emotion,false
473,橋,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/橋,japanesegraph.com/橋,"[""bridge"", ""connecting structure over water""]",building_place,false
474,発,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n4,e3,thekanjimap.com/発,japanesegraph.com/発,"[""start, emit, dispatch"", ""depart"", ""issue"", ""discover""]",transportation,false
475,必,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e4,thekanjimap.com/必,japanesegraph.com/必,"[""necessary, certain"", ""inevitable"", ""surely""]",,false
476,洋,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/洋,japanesegraph.com/洋,"[""ocean, Western"", ""foreign"", ""overseas style""]",geography_place,false
477,打,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e3,thekanjimap.com/打,japanesegraph.com/打,"[""hit, strike, beat"", ""type"", ""knock""]",,false
478,者,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/者,japanesegraph.com/者,"[""person, one (who does something)"", ""somebody""]",,false
479,院,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/院,japanesegraph.com/院,"[""institution, large building"", ""hospital ward"", ""temple building""]",building_place,false
480,単,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e4,thekanjimap.com/単,japanesegraph.com/単,"[""single, simple"", ""alone"", ""merely""]",,false
481,庭,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/庭,japanesegraph.com/庭,"[""garden, yard"", ""court""]",building_place,false
482,指,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/指,japanesegraph.com/指,"[""finger, point to"", ""indicate"", ""direct""]",body_part,false
483,荷,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/荷,japanesegraph.com/荷,"[""load, baggage, cargo"", ""burden"", ""freight""]",transportation,false
484,第,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/第,japanesegraph.com/第,"[""ordinal number prefix (No.~, the ~th)"", ""rank"", ""grade""]",number,false
485,銀,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/銀,japanesegraph.com/銀,"[""silver"", ""silver-colored"", ""money""]",money_business,false
486,死,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n4,e3,thekanjimap.com/死,japanesegraph.com/死,"[""die, death"", ""lifeless"", ""deadly""]",body_health,false
487,路,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/路,japanesegraph.com/路,"[""road, path, route"", ""way"", ""course""]",transportation,false
488,酒,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/酒,japanesegraph.com/酒,"[""sake, alcohol, alcoholic drink"", ""rice wine""]",food,false
489,笛,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/笛,japanesegraph.com/笛,"[""flute, whistle, pipe"", ""wind instrument""]",art_music,false
490,待,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/待,japanesegraph.com/待,"[""wait, await"", ""treat"", ""entertain""]",,false
491,血,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/血,japanesegraph.com/血,"[""blood"", ""bloodline"", ""lineage""]",body_part,false
492,受,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n3,e3,thekanjimap.com/受,japanesegraph.com/受,"[""receive, accept"", ""take (an exam)"", ""undergo""]",education,false
493,秒,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/秒,japanesegraph.com/秒,"[""second (unit of time)"", ""instant""]",time_date,false
494,追,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n3,e3,thekanjimap.com/追,japanesegraph.com/追,"[""chase, pursue, follow"", ""drive away"", ""expel""]",,false
495,便,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/便,japanesegraph.com/便,"[""convenient, mail"", ""service"", ""flight""]",communication,false
496,級,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n4,e3,thekanjimap.com/級,japanesegraph.com/級,"[""class, level, rank"", ""grade"", ""step""]",education,false
497,始,2026-07-11T13:08:47.198052+00:00,2026-07-16T14:49:15.924881+00:00,n4,e3,thekanjimap.com/始,japanesegraph.com/始,"[""begin, start""]",time_date,false
498,開,2026-07-11T13:08:47.198052+00:00,2026-07-11T13:08:47.198052+00:00,n4,e3,thekanjimap.com/開,japanesegraph.com/開,"[""open, begin"", ""commence"", ""unfold""]",,false
499,流,2026-07-11T13:08:47.198052+00:00,2026-07-13T23:15:38.60052+00:00,n3,e3,thekanjimap.com/流,japanesegraph.com/流,"[""flow, stream, current"", ""drift"", ""pass (time)""]",nature,false
500,腸,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/腸,japanesegraph.com/腸,"[""intestine, bowel"", ""gut""]",body_part,false
501,希,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/希,japanesegraph.com/希,"[""hope, rare"", ""scarce""]",emotion,false
502,法,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/法,japanesegraph.com/法,"[""law, method"", ""rule"", ""way""]",government_law,false
503,案,2026-07-11T13:10:03.408305+00:00,2026-07-11T13:10:03.408305+00:00,n3,e4,thekanjimap.com/案,japanesegraph.com/案,"[""plan, proposal"", ""idea"", ""draft"", ""concern""]",,false
504,候,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/候,japanesegraph.com/候,"[""climate, sign"", ""candidate"", ""condition""]",weather,false
505,牧,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n1,e4,thekanjimap.com/牧,japanesegraph.com/牧,"[""pasture, tend (animals)"", ""shepherd""]",animal,false
506,害,2026-07-11T13:10:03.408305+00:00,2026-07-16T14:49:15.924881+00:00,n3,e4,thekanjimap.com/害,japanesegraph.com/害,"[""harm, damage"", ""injury""]",body_health,false
507,官,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n2,e4,thekanjimap.com/官,japanesegraph.com/官,"[""government official"", ""public officer""]",government_law,false
508,告,2026-07-11T13:10:03.408305+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/告,japanesegraph.com/告,"[""announce, report"", ""inform"", ""declare""]",communication,false
